--------------------------------------------------
📦 NAMA CONFIG : ResPets
   Tipe        : ModuleScript
        ["SkillStar7"] = "Pet_Dragon_Skill_HolyLight3",
        ["SkillStar4"] = "Pet_Dragon_Skill_HolyLight2",
        ["Rarity"] = 6,
        ["Icon9"] = "rbxassetid://110659469546880",
        ["Model4"] = "Pet_DragonDivine_LV2",
        ["SkillStar3"] = "Pet_Dragon_Skill_HolyLight2",
        ["Icon3"] = "rbxassetid://126147412382902",
        ["Desc"] = "K_DESC_PET_DRAGONDIVINE",
        ["SkillStar2"] = "Pet_Dragon_Skill_HolyLight2",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_DRAGONDIVINE",
        ["StarAttrLoot"] = "AttrLoot_DragonDivine",
        ["Icon2"] = "rbxassetid://126147412382902",
        ["SkillStar1"] = "Pet_Dragon_Skill_HolyLight1",
        ["AtkDamage"] = 200,
        ["Model5"] = "Pet_DragonDivine_LV2",
    },
    ["Pet_SkeletonDog_Limited_3"] = {
        ["Icon7"] = "",
        ["TimeLimitNum"] = 259200,
        ["SkillStar5"] = "",
        ["Icon6"] = "",
        ["Model2"] = "",
        ["Model8"] = "",
        ["Sort"] = 7,
        ["Icon4"] = "",
        ["Model3"] = "",
        ["PetType"] = "",
        ["SkillStar6"] = "",
        ["Id"] = "Pet_SkeletonDog_Limited_3",
        ["Model1"] = "Skin_klgou03",
        ["Icon1"] = "rbxassetid://80081662004896",
        ["Icon8"] = "",
        ["MoveAnim"] = "Anim_SkeletonDog_Idle",
        ["Model9"] = "",
        ["Model6"] = "",
        ["UniqueType"] = "Honor",
        ["Icon5"] = "",
        ["IdleAnim"] = "Anim_SkeletonDog_Idle",
        ["Model7"] = "",
        ["Power"] = 0,
        ["TimeLimitType"] = "Period",
        ["SkillStar9"] = "",
        ["SkillStar8"] = "",
        ["SkillStar7"] = "",
        ["SkillStar4"] = "",
        ["Rarity"] = 7,
        ["Icon9"] = "",
        ["Model4"] = "",
        ["SkillStar3"] = "",
        ["Icon3"] = "",
        ["Desc"] = "K_DESC_PET_SKELETONDOG_LIMITED",
        ["SkillStar2"] = "",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_SKELETONDOG_LIMITED_3",
        ["StarAttrLoot"] = "AttrLoot_SkeletonDog",
        ["Icon2"] = "",
        ["SkillStar1"] = "Pet_SkeletonDog_Skill_Round",
        ["AtkDamage"] = 300,
        ["Model5"] = "",
    },
    ["Pet_Dragon_Test"] = {
        ["Icon7"] = "rbxassetid://128144895881190",
        ["TimeLimitNum"] = "",
        ["SkillStar5"] = "Pet_Dragon_Skill_Spit2",
        ["Icon6"] = "rbxassetid://128144895881190",
        ["Model2"] = "Pet_DragonIce_LV2",
        ["Model8"] = "Pet_DragonIce_LV3",
        ["Sort"] = 3,
        ["Icon4"] = "rbxassetid://128144895881190",
        ["Model3"] = "Pet_DragonIce_LV2",
        ["PetType"] = "",
        ["SkillStar6"] = "Pet_Dragon_Skill_Spit2",
        ["Id"] = "Pet_Dragon_Test",
        ["Model1"] = "Pet_DragonDivine_LV2",
        ["Icon1"] = "rbxassetid://128144895881190",
        ["Icon8"] = "rbxassetid://128144895881190",
        ["MoveAnim"] = "Anim_Pet_Dragon_Idle",
        ["Model9"] = "Pet_DragonIce_LV3",
        ["Model6"] = "Pet_DragonIce_LV2",
        ["UniqueType"] = "",
        ["Icon5"] = "rbxassetid://128144895881190",
        ["IdleAnim"] = "Anim_Pet_Dragon_Idle",
        ["Model7"] = "Pet_DragonIce_LV3",
        ["Power"] = 800,
        ["TimeLimitType"] = "",
        ["SkillStar9"] = "Pet_Dragon_Skill_Spit3",
        ["SkillStar8"] = "Pet_Dragon_Skill_Spit3",
        ["SkillStar7"] = "Pet_Dragon_Skill_Spit3",
        ["SkillStar4"] = "Pet_Dragon_Skill_Spit2",
        ["Rarity"] = 5,
        ["Icon9"] = "rbxassetid://128144895881190",
        ["Model4"] = "Pet_DragonIce_LV2",
        ["SkillStar3"] = "Pet_Dragon_Skill_Spit2",
        ["Icon3"] = "rbxassetid://128144895881190",
        ["Desc"] = "K_DESC_PET_DRAGONICE",
        ["SkillStar2"] = "Pet_Dragon_Skill_Spit2",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_DRAGONICE",
        ["StarAttrLoot"] = "AttrLoot_DragonIce",
        ["Icon2"] = "rbxassetid://128144895881190",
        ["SkillStar1"] = "Pet_Dragon_Skill_Spit2",
        ["AtkDamage"] = 120,
        ["Model5"] = "Pet_DragonIce_LV2",
    },
    ["Pet_FireFox"] = {
        ["Icon7"] = "rbxassetid://99825778081609",
        ["TimeLimitNum"] = "",
        ["SkillStar5"] = "Pet_Fox_Skill_Attack2",
        ["Icon6"] = "rbxassetid://126378598838677",
        ["Model2"] = "Pet_FireFox_LV2",
        ["Model8"] = "Pet_FireFox_LV3",
        ["Sort"] = 6,
        ["Icon4"] = "rbxassetid://126378598838677",
        ["Model3"] = "Pet_FireFox_LV2",
        ["PetType"] = "",
        ["SkillStar6"] = "Pet_Fox_Skill_Attack2",
        ["Id"] = "Pet_FireFox",
        ["Model1"] = "Pet_FireFox_LV1",
        ["Icon1"] = "rbxassetid://94636252089414",
        ["Icon8"] = "rbxassetid://99825778081609",
        ["MoveAnim"] = "Anim_Pet_Fox_Run",
        ["Model9"] = "Pet_FireFox_LV3",
        ["Model6"] = "Pet_FireFox_LV2",
        ["UniqueType"] = "",
        ["Icon5"] = "rbxassetid://126378598838677",
        ["IdleAnim"] = "Anim_Pet_Fox_Idle",
        ["Model7"] = "Pet_FireFox_LV3",
        ["Power"] = 1400,
        ["TimeLimitType"] = "",
        ["SkillStar9"] = "Pet_Fox_Skill_Attack3",
        ["SkillStar8"] = "Pet_Fox_Skill_Attack3",
        ["SkillStar7"] = "Pet_Fox_Skill_Attack3",
        ["SkillStar4"] = "Pet_Fox_Skill_Attack2",
        ["Rarity"] = 6,
        ["Icon9"] = "rbxassetid://99825778081609",
        ["Model4"] = "Pet_FireFox_LV2",
        ["SkillStar3"] = "Pet_Fox_Skill_Attack2",
        ["Icon3"] = "rbxassetid://126378598838677",
        ["Desc"] = "K_DESC_PET_FIREFOX",
        ["SkillStar2"] = "Pet_Fox_Skill_Attack2",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_FIREFOX",
        ["StarAttrLoot"] = "AttrLoot_FireFox",
        ["Icon2"] = "rbxassetid://126378598838677",
        ["SkillStar1"] = "Pet_Fox_Skill_Attack1",
        ["AtkDamage"] = 180,
        ["Model5"] = "Pet_FireFox_LV2",
    },
    ["Pet_Test_1"] = {
        ["Icon7"] = "rbxassetid://101651286701300",
        ["TimeLimitNum"] = "",
        ["SkillStar5"] = "Pet_Skill_Test_1",
        ["Icon6"] = "rbxassetid://101651286701300",
        ["Model2"] = "Pet_Test_1",
        ["Model8"] = "Pet_Test_1",
        ["Sort"] = 1,
        ["Icon4"] = "rbxassetid://101651286701300",
        ["Model3"] = "Pet_Test_1",
        ["PetType"] = "",
        ["SkillStar6"] = "Pet_Skill_Test_1",
        ["Id"] = "Pet_Test_1",
        ["Model1"] = "Pet_Test_1",
        ["Icon1"] = "rbxassetid://101651286701300",
        ["Icon8"] = "rbxassetid://101651286701300",
        ["MoveAnim"] = "Pet_Test_1_Move",
        ["Model9"] = "Pet_Test_1",
        ["Model6"] = "Pet_Test_1",
        ["UniqueType"] = "",
        ["Icon5"] = "rbxassetid://101651286701300",
        ["IdleAnim"] = "Pet_Test_1_Idle",
        ["Model7"] = "Pet_Test_1",
        ["Power"] = 100,
        ["TimeLimitType"] = "",
        ["SkillStar9"] = "Pet_Skill_Test_1",
        ["SkillStar8"] = "Pet_Skill_Test_1",
        ["SkillStar7"] = "Pet_Skill_Test_1",
        ["SkillStar4"] = "Pet_Skill_Test_1",
        ["Rarity"] = 1,
        ["Icon9"] = "rbxassetid://101651286701300",
        ["Model4"] = "Pet_Test_1",
        ["SkillStar3"] = "Pet_Skill_Test_1",
        ["Icon3"] = "rbxassetid://101651286701300",
        ["Desc"] = "K_DESC_PET_TEST_1",
        ["SkillStar2"] = "Pet_Skill_Test_1",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_TEST_1",
        ["StarAttrLoot"] = "AttrLoot_Test_1",
        ["Icon2"] = "rbxassetid://101651286701300",
        ["SkillStar1"] = "Pet_Skill_Test_1",
        ["AtkDamage"] = 10,
        ["Model5"] = "Pet_Test_1",
    },
    ["Pet_SkeletonDog_Limited_1"] = {
        ["Icon7"] = "",
        ["TimeLimitNum"] = 259200,
        ["SkillStar5"] = "",
        ["Icon6"] = "",
        ["Model2"] = "",
        ["Model8"] = "",
        ["Sort"] = 7,
        ["Icon4"] = "",
        ["Model3"] = "",
        ["PetType"] = "",
        ["SkillStar6"] = "",
        ["Id"] = "Pet_SkeletonDog_Limited_1",
        ["Model1"] = "Skin_klgou",
        ["Icon1"] = "rbxassetid://113912726594577",
        ["Icon8"] = "",
        ["MoveAnim"] = "Anim_SkeletonDog_Idle",
        ["Model9"] = "",
        ["Model6"] = "",
        ["UniqueType"] = "Honor",
        ["Icon5"] = "",
        ["IdleAnim"] = "Anim_SkeletonDog_Idle",
        ["Model7"] = "",
        ["Power"] = 0,
        ["TimeLimitType"] = "Period",
        ["SkillStar9"] = "",
        ["SkillStar8"] = "",
        ["SkillStar7"] = "",
        ["SkillStar4"] = "",
        ["Rarity"] = 7,
        ["Icon9"] = "",
        ["Model4"] = "",
        ["SkillStar3"] = "",
        ["Icon3"] = "",
        ["Desc"] = "K_DESC_PET_SKELETONDOG_LIMITED",
        ["SkillStar2"] = "",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_SKELETONDOG_LIMITED_1",
        ["StarAttrLoot"] = "AttrLoot_SkeletonDog",
        ["Icon2"] = "",
        ["SkillStar1"] = "Pet_SkeletonDog_Skill_Spit1",
        ["AtkDamage"] = 300,
        ["Model5"] = "",
    },
    ["Pet_SkeletonDog"] = {
        ["Icon7"] = "rbxassetid://80081662004896",
        ["TimeLimitNum"] = "",
        ["SkillStar5"] = "Pet_SkeletonDog_Skill_Spit2",
        ["Icon6"] = "rbxassetid://102865141340808",
        ["Model2"] = "Skin_klgou02",
        ["Model8"] = "Skin_klgou03",
        ["Sort"] = 7,
        ["Icon4"] = "rbxassetid://102865141340808",
        ["Model3"] = "Skin_klgou02",
        ["PetType"] = "",
        ["SkillStar6"] = "Pet_SkeletonDog_Skill_Spit2",
        ["Id"] = "Pet_SkeletonDog",
        ["Model1"] = "Skin_klgou",
        ["Icon1"] = "rbxassetid://113912726594577",
        ["Icon8"] = "rbxassetid://80081662004896",
        ["MoveAnim"] = "Anim_SkeletonDog_Idle",
        ["Model9"] = "Skin_klgou03",
        ["Model6"] = "Skin_klgou02",
        ["UniqueType"] = "Honor",
        ["Icon5"] = "rbxassetid://102865141340808",
        ["IdleAnim"] = "Anim_SkeletonDog_Idle",
        ["Model7"] = "Skin_klgou03",
        ["Power"] = 2000,
        ["TimeLimitType"] = "",
        ["SkillStar9"] = "Pet_SkeletonDog_Skill_Round",
        ["SkillStar8"] = "Pet_SkeletonDog_Skill_Round",
        ["SkillStar7"] = "Pet_SkeletonDog_Skill_Round",
        ["SkillStar4"] = "Pet_SkeletonDog_Skill_Spit2",
        ["Rarity"] = 7,
        ["Icon9"] = "rbxassetid://80081662004896",
        ["Model4"] = "Skin_klgou02",
        ["SkillStar3"] = "Pet_SkeletonDog_Skill_Spit2",
        ["Icon3"] = "rbxassetid://102865141340808",
        ["Desc"] = "K_DESC_PET_SKELETONDOG",
        ["SkillStar2"] = "Pet_SkeletonDog_Skill_Spit2",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_SKELETONDOG",
        ["StarAttrLoot"] = "AttrLoot_SkeletonDog",
        ["Icon2"] = "rbxassetid://102865141340808",
        ["SkillStar1"] = "Pet_SkeletonDog_Skill_Spit1",
        ["AtkDamage"] = 300,
        ["Model5"] = "Skin_klgou02",
    },
    ["Pet_Eagle"] = {
        ["Icon7"] = "rbxassetid://94813793733406",
        ["TimeLimitNum"] = "",
        ["SkillStar5"] = "Pet_Eagle_Attack2",
        ["Icon6"] = "rbxassetid://80877413163812",
        ["Model2"] = "Eagle_02",
        ["Model8"] = "Eagle_03",
        ["Sort"] = 5,
        ["Icon4"] = "rbxassetid://80877413163812",
        ["Model3"] = "Eagle_02",
        ["PetType"] = "",
        ["SkillStar6"] = "Pet_Eagle_Attack2",
        ["Id"] = "Pet_Eagle",
        ["Model1"] = "Eagle_01",
        ["Icon1"] = "rbxassetid://105764623985949",
        ["Icon8"] = "rbxassetid://94813793733406",
        ["MoveAnim"] = "Anim_Pet_Eagle_Idle",
        ["Model9"] = "Eagle_03",
        ["Model6"] = "Eagle_02",
        ["UniqueType"] = "",
        ["Icon5"] = "rbxassetid://80877413163812",
        ["IdleAnim"] = "Anim_Pet_Eagle_Idle",
        ["Model7"] = "Eagle_03",
        ["Power"] = 1000,
        ["TimeLimitType"] = "",
        ["SkillStar9"] = "Pet_Eagle_Attack3",
        ["SkillStar8"] = "Pet_Eagle_Attack3",
        ["SkillStar7"] = "Pet_Eagle_Attack3",
        ["SkillStar4"] = "Pet_Eagle_Attack2",
        ["Rarity"] = 5,
        ["Icon9"] = "rbxassetid://94813793733406",
        ["Model4"] = "Eagle_02",
        ["SkillStar3"] = "Pet_Eagle_Attack2",
        ["Icon3"] = "rbxassetid://80877413163812",
        ["Desc"] = "K_DESC_PET_EAGLE",
        ["SkillStar2"] = "Pet_Eagle_Attack2",
        ["TraceDistance"] = 100,
        ["Name"] = "K_NAME_PET_EAGLE",
        ["StarAttrLoot"] = "AttrLoot_DragonIce",
        ["Icon2"] = "rbxassetid://80877413163812",
        ["SkillStar1"] = "Pet_Eagle_Attack1",
        ["AtkDamage"] = 150,
        ["Model5"] = "Eagle_02",
    },
    ["Pet_SkeletonDog_Limited_2"] = {
        ["Icon7"] = "",
        ["TimeLimitNum"] = 259200,
        ["SkillStar5"] = "",
        ["Icon6"] = "",
        ["Model2"] = "",
        ["Model8"] = "",
        ["Sort"] = 7,
        ["Icon4"] = "",
        ["Model3"] = "",
        ["PetType"] = "",
        ["SkillStar6"] = "",
        ["Id"] = "Pet_SkeletonDog_Limited_2",
        ["Model1"] = "Skin_klgou02",
        ["Icon1"] = "rbxassetid://102865141340808",
        ["Icon8"] = "",
        ["MoveAnim"] = "Anim_SkeletonDog_Idle",
        ["Model9"] = "",
        ["Model6"] = "",
        ["UniqueType"] = "Honor",
        ["Icon5"] = "",
        ["IdleAnim"] = "Anim_SkeletonDog_Idle",
        ["Model7"] = "",
        ["Power"] = 0,
        ["TimeLimitType"] = "Period",
        ["SkillStar9"] = "",
        ["SkillStar8"] = "",
        ["SkillStar7"] = "",
        ["SkillStar4"] = "",
        ["Rarity"] = 7,
        ["Icon9"] = "",
        ["Model4"] = "",
        ["SkillStar3"] = "",
        ["Icon3"] = "",
        ["Desc"] = "K_DESC_PET_SKELETONDOG_LIMITED",
        ["SkillStar2"] = "",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_SKELETONDOG_LIMITED_2",
        ["StarAttrLoot"] = "AttrLoot_SkeletonDog",
        ["Icon2"] = "",
        ["SkillStar1"] = "Pet_SkeletonDog_Skill_Spit2",
        ["AtkDamage"] = 300,
        ["Model5"] = "",
    },
    ["__index"] = {
        [1] = "Pet_Test_1",
        [2] = "Pet_Test_2",
        [3] = "Pet_Dragon_Test",
        [4] = "Pet_DragonIce",
        [5] = "Pet_DragonDivine",
        [6] = "Pet_Eagle",
        [7] = "Pet_FireFox",
        [8] = "Pet_SkeletonDog",
        [9] = "Pet_SkeletonDog_Limited_1",
        [10] = "Pet_SkeletonDog_Limited_2",
        [11] = "Pet_SkeletonDog_Limited_3",
    },
    ["Pet_Test_2"] = {
        ["Icon7"] = "rbxassetid://114566780327942",
        ["TimeLimitNum"] = "",
        ["SkillStar5"] = "Pet_Skill_Test_2",
        ["Icon6"] = "rbxassetid://114566780327942",
        ["Model2"] = "Pet_Test_2",
        ["Model8"] = "Pet_Test_2",
        ["Sort"] = 2,
        ["Icon4"] = "rbxassetid://114566780327942",
        ["Model3"] = "Pet_Test_2",
        ["PetType"] = "",
        ["SkillStar6"] = "Pet_Skill_Test_2",
        ["Id"] = "Pet_Test_2",
        ["Model1"] = "Pet_Test_2",
        ["Icon1"] = "rbxassetid://114566780327942",
        ["Icon8"] = "rbxassetid://114566780327942",
        ["MoveAnim"] = "Pet_Test_2_Move",
        ["Model9"] = "Pet_Test_2",
        ["Model6"] = "Pet_Test_2",
        ["UniqueType"] = "",
        ["Icon5"] = "rbxassetid://114566780327942",
        ["IdleAnim"] = "Pet_Test_2_Idle",
        ["Model7"] = "Pet_Test_2",
        ["Power"] = 200,
        ["TimeLimitType"] = "",
        ["SkillStar9"] = "Pet_Skill_Test_2",
        ["SkillStar8"] = "Pet_Skill_Test_2",
        ["SkillStar7"] = "Pet_Skill_Test_2",
        ["SkillStar4"] = "Pet_Skill_Test_2",
        ["Rarity"] = 2,
        ["Icon9"] = "rbxassetid://114566780327942",
        ["Model4"] = "Pet_Test_2",
        ["SkillStar3"] = "Pet_Skill_Test_2",
        ["Icon3"] = "rbxassetid://114566780327942",
        ["Desc"] = "K_DESC_PET_TEST_2",
        ["SkillStar2"] = "Pet_Skill_Test_2",
        ["TraceDistance"] = 70,
        ["Name"] = "K_NAME_PET_TEST_2",
        ["StarAttrLoot"] = "AttrLoot_Test_2",
        ["Icon2"] = "rbxassetid://114566780327942",
        ["SkillStar1"] = "Pet_Skill_Test_2",
        ["AtkDamage"] = 10,
        ["Model5"] = "Pet_Test_2",
    },
}
